resort,observation_date,region,reach,question,treatment,transect,dist,plot_id,species_code,browse,percent_cover,datasheet_page,notes,scientific_name,common_name,vegetation_type,beaver_preference,x,percent_cover_num,circle_name,observation_date.only
1530,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,B,20,CCSWTB020,SARA,no,2,49,NA,Sambucus racemosa,red elderberry,NA,highly preferred,NA,2,B020,2023-11-01
1531,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,B,20,CCSWTB020,POGL,no,1,49,NA,Polypodium glycyrrhiza,licorice fern,NA,NA,NA,1,B020,2023-11-01
1532,2023-11-01T10:44:59Z,Charley Creek,WillowSouth,Willow,yes,B,20,CCSWTB020,RIBR,no,3,49,NA,Ribes bracteosum,stink currant,NA,NA,NA,3,B020,2023-11-01
1533,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,B,75,CCSWTB075,PSME,no,35,49,NA,Pseudotsuga menziesii,Douglas fir,tree,NA,NA,35,B075,2023-11-01
1534,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,B,75,CCSWTB075,THPL,no,5,49,NA,Thuja plicata,western redcedar,tree,NA,NA,5,B075,2023-11-01
1535,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,B,75,CCSWTB075,TSHE,no,1,49,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,1,B075,2023-11-01
1536,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,B,75,CCSWTB075,ATFE,no,3,49,NA,Athyrium filix-femina,lady fern,NA,NA,NA,3,B075,2023-11-01
1537,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,B,75,CCSWTB075,GATR,no,1,49,NA,Galium triflorum,galium,NA,NA,NA,1,B075,2023-11-01
1538,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,B,75,CCSWTB075,MADI,no,5,49,NA,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,5,B075,2023-11-01
1539,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,B,75,CCSWTB075,MAST,no,2,49,NA,Maianthemum stellatum,star-flowered Solomon's seal,NA,NA,NA,2,B075,2023-11-01
1540,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,B,75,CCSWTB075,OPHO,no,10,49,NA,Oplopanax horridus,devil's club,NA,NA,NA,10,B075,2023-11-01
1541,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,B,75,CCSWTB075,POMU,no,2,49,NA,Polystichum munitum,sword fern,NA,NA,NA,2,B075,2023-11-01
1542,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,B,75,CCSWTB075,RHME,no,3,49,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,3,B075,2023-11-01
1543,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,B,75,CCSWTB075,RUSP,no,2,49,NA,Rubus spectabilis,salmonberry,NA,preferred,NA,2,B075,2023-11-01
1544,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,B,75,CCSWTB075,TITR,no,25,49,NA,Tiarella trifoliata,foam flower,NA,NA,NA,25,B075,2023-11-01
1545,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,B,75,CCSWTB075,VAPA,no,10,49,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,10,B075,2023-11-01
1546,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,B,75,CCSWTB075,VIXXSP,no,1,49,NA,Viola sp.,violet species,NA,NA,NA,1,B075,2023-11-01
1547,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,B,75,CCSWTB075,RIBR,no,1,49,NA,Ribes bracteosum,stink currant,NA,NA,NA,1,B075,2023-11-01
1548,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,B,75,CCSWTB075,DREX,no,2,49,NA,Dryopteris expansa,spreading wood fern,NA,NA,NA,2,B075,2023-11-01
1549,2023-11-01T11:15:00Z,Charley Creek,WillowSouth,Willow,yes,B,75,CCSWTB075,RUPE,no,2,49,NA,Rubus pedatus,creeping raspberry,NA,NA,NA,2,B075,2023-11-01
1550,2023-11-01T11:30:00Z,Charley Creek,WillowSouth,Willow,yes,B,130,CCSWTB130,THPL,no,15,50,NA,Thuja plicata,western redcedar,tree,NA,NA,15,B130,2023-11-01
1551,2023-11-01T11:30:00Z,Charley Creek,WillowSouth,Willow,yes,B,130,CCSWTB130,ATFE,no,7,50,NA,Athyrium filix-femina,lady fern,NA,NA,NA,7,B130,2023-11-01
1552,2023-11-01T11:29:59Z,Charley Creek,WillowSouth,Willow,yes,B,130,CCSWTB130,CIAL,no,1,50,NA,Circaea alpina,alpine enchanter's nightshade,NA,NA,NA,1,B130,2023-11-01
1553,2023-11-01T11:29:59Z,Charley Creek,WillowSouth,Willow,yes,B,130,CCSWTB130,GATR,no,1,50,NA,Galium triflorum,galium,NA,NA,NA,1,B130,2023-11-01
1554,2023-11-01T11:29:59Z,Charley Creek,WillowSouth,Willow,yes,B,130,CCSWTB130,HYTE,no,2,50,NA,Hydrophyllum tenuipes,Pacific waterleaf,NA,NA,NA,2,B130,2023-11-01
1555,2023-11-01T11:29:59Z,Charley Creek,WillowSouth,Willow,yes,B,130,CCSWTB130,MADI,no,2,50,NA,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,2,B130,2023-11-01
1556,2023-11-01T11:29:59Z,Charley Creek,WillowSouth,Willow,yes,B,130,CCSWTB130,OPHO,no,15,50,NA,Oplopanax horridus,devil's club,NA,NA,NA,15,B130,2023-11-01
1557,2023-11-01T11:29:59Z,Charley Creek,WillowSouth,Willow,yes,B,130,CCSWTB130,POMU,no,5,50,NA,Polystichum munitum,sword fern,NA,NA,NA,5,B130,2023-11-01
1558,2023-11-01T11:29:59Z,Charley Creek,WillowSouth,Willow,yes,B,130,CCSWTB130,RUSP,no,7,50,NA,Rubus spectabilis,salmonberry,NA,preferred,NA,7,B130,2023-11-01
1559,2023-11-01T11:29:59Z,Charley Creek,WillowSouth,Willow,yes,B,130,CCSWTB130,TITR,no,10,50,NA,Tiarella trifoliata,foam flower,NA,NA,NA,10,B130,2023-11-01
1560,2023-11-01T11:29:59Z,Charley Creek,WillowSouth,Willow,yes,B,130,CCSWTB130,VAPA,no,2,50,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,2,B130,2023-11-01
1561,2023-11-01T11:29:59Z,Charley Creek,WillowSouth,Willow,yes,B,130,CCSWTB130,VIXXSP,no,1,50,NA,Viola sp.,violet species,NA,NA,NA,1,B130,2023-11-01
1562,2023-11-01T11:29:59Z,Charley Creek,WillowSouth,Willow,yes,B,130,CCSWTB130,RIBR,no,7,50,NA,Ribes bracteosum,stink currant,NA,NA,NA,7,B130,2023-11-01
1563,2023-11-01T11:29:59Z,Charley Creek,WillowSouth,Willow,yes,B,130,CCSWTB130,SARA,no,3,50,NA,Sambucus racemosa,red elderberry,NA,highly preferred,NA,3,B130,2023-11-01
1564,2023-11-01T11:29:59Z,Charley Creek,WillowSouth,Willow,yes,B,130,CCSWTB130,TOME,no,60,50,NA,Tolmiea menziesii,piggyback plant,NA,NA,NA,60,B130,2023-11-01
1565,2023-11-01T12:06:00Z,Charley Creek,WillowSouth,Willow,yes,D,20,CCSWTD020,THPL,no,85,51,NA,Thuja plicata,western redcedar,tree,NA,NA,85,D020,2023-11-01
1566,2023-11-01T12:06:00Z,Charley Creek,WillowSouth,Willow,yes,D,20,CCSWTD020,TSHE,no,5,51,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,5,D020,2023-11-01
1567,2023-11-01T12:05:59Z,Charley Creek,WillowSouth,Willow,yes,D,20,CCSWTD020,ATFE,no,7,51,NA,Athyrium filix-femina,lady fern,NA,NA,NA,7,D020,2023-11-01
1568,2023-11-01T12:05:59Z,Charley Creek,WillowSouth,Willow,yes,D,20,CCSWTD020,GYDI,no,2,51,NA,Gymnocarpium disjunctum,oak fern,NA,NA,NA,2,D020,2023-11-01
1569,2023-11-01T12:05:59Z,Charley Creek,WillowSouth,Willow,yes,D,20,CCSWTD020,HYTE,no,1,51,NA,Hydrophyllum tenuipes,Pacific waterleaf,NA,NA,NA,1,D020,2023-11-01
1570,2023-11-01T12:05:59Z,Charley Creek,WillowSouth,Willow,yes,D,20,CCSWTD020,MADI,no,1,51,NA,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,1,D020,2023-11-01
1571,2023-11-01T12:05:59Z,Charley Creek,WillowSouth,Willow,yes,D,20,CCSWTD020,OPHO,no,15,51,NA,Oplopanax horridus,devil's club,NA,NA,NA,15,D020,2023-11-01
1572,2023-11-01T12:05:59Z,Charley Creek,WillowSouth,Willow,yes,D,20,CCSWTD020,POMU,no,5,51,NA,Polystichum munitum,sword fern,NA,NA,NA,5,D020,2023-11-01
1573,2023-11-01T12:05:59Z,Charley Creek,WillowSouth,Willow,yes,D,20,CCSWTD020,RUSP,no,30,51,NA,Rubus spectabilis,salmonberry,NA,preferred,NA,30,D020,2023-11-01
1574,2023-11-01T12:05:59Z,Charley Creek,WillowSouth,Willow,yes,D,20,CCSWTD020,TITR,no,1,51,NA,Tiarella trifoliata,foam flower,NA,NA,NA,1,D020,2023-11-01
1575,2023-11-01T12:05:59Z,Charley Creek,WillowSouth,Willow,yes,D,20,CCSWTD020,VAPA,no,1,51,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,1,D020,2023-11-01
1576,2023-11-01T12:05:59Z,Charley Creek,WillowSouth,Willow,yes,D,20,CCSWTD020,VIXXSP,no,trace,51,NA,Viola sp.,violet species,NA,NA,NA,0.5,D020,2023-11-01
1577,2023-11-01T12:05:59Z,Charley Creek,WillowSouth,Willow,yes,D,20,CCSWTD020,SARA,no,1,51,NA,Sambucus racemosa,red elderberry,NA,highly preferred,NA,1,D020,2023-11-01
1578,2023-11-01T12:05:59Z,Charley Creek,WillowSouth,Willow,yes,D,20,CCSWTD020,MICA,no,20,51,NA,Mitellastra caulescens,mitrewort,NA,NA,NA,20,D020,2023-11-01
1579,2023-11-01T12:05:59Z,Charley Creek,WillowSouth,Willow,yes,D,20,CCSWTD020,DREX,no,1,51,NA,Dryopteris expansa,spreading wood fern,NA,NA,NA,1,D020,2023-11-01
1580,2023-11-01T12:05:59Z,Charley Creek,WillowSouth,Willow,yes,D,20,CCSWTD020,RIBR,no,1,51,NA,Ribes bracteosum,stink currant,NA,NA,NA,1,D020,2023-11-01
1581,2023-11-01T12:05:59Z,Charley Creek,WillowSouth,Willow,yes,D,20,CCSWTD020,POGL,no,1,51,NA,Polypodium glycyrrhiza,licorice fern,NA,NA,NA,1,D020,2023-11-01
1582,2023-11-01T12:05:59Z,Charley Creek,WillowSouth,Willow,yes,D,20,CCSWTD020,TOME,no,50,51,NA,Tolmiea menziesii,piggyback plant,NA,NA,NA,50,D020,2023-11-01
1583,2023-11-01T11:53:00Z,Charley Creek,WillowSouth,Willow,yes,D,75,CCSWTD075,ATFE,no,10,52,NA,Athyrium filix-femina,lady fern,NA,NA,NA,10,D075,2023-11-01
1584,2023-11-01T11:53:00Z,Charley Creek,WillowSouth,Willow,yes,D,75,CCSWTD075,GATR,no,trace,52,NA,Galium triflorum,galium,NA,NA,NA,0.5,D075,2023-11-01
1585,2023-11-01T11:52:59Z,Charley Creek,WillowSouth,Willow,yes,D,75,CCSWTD075,HYTE,no,trace,52,NA,Hydrophyllum tenuipes,Pacific waterleaf,NA,NA,NA,0.5,D075,2023-11-01
1586,2023-11-01T11:52:59Z,Charley Creek,WillowSouth,Willow,yes,D,75,CCSWTD075,MADI,no,trace,52,NA,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,0.5,D075,2023-11-01
1587,2023-11-01T11:52:59Z,Charley Creek,WillowSouth,Willow,yes,D,75,CCSWTD075,MAST,no,trace,52,NA,Maianthemum stellatum,star-flowered Solomon's seal,NA,NA,NA,0.5,D075,2023-11-01
1588,2023-11-01T11:52:59Z,Charley Creek,WillowSouth,Willow,yes,D,75,CCSWTD075,OPHO,no,40,52,NA,Oplopanax horridus,devil's club,NA,NA,NA,40,D075,2023-11-01
1589,2023-11-01T11:52:59Z,Charley Creek,WillowSouth,Willow,yes,D,75,CCSWTD075,POMU,no,1,52,NA,Polystichum munitum,sword fern,NA,NA,NA,1,D075,2023-11-01
1590,2023-11-01T11:52:59Z,Charley Creek,WillowSouth,Willow,yes,D,75,CCSWTD075,RUSP,no,25,52,NA,Rubus spectabilis,salmonberry,NA,preferred,NA,25,D075,2023-11-01
1591,2023-11-01T11:52:59Z,Charley Creek,WillowSouth,Willow,yes,D,75,CCSWTD075,TITR,no,trace,52,NA,Tiarella trifoliata,foam flower,NA,NA,NA,0.5,D075,2023-11-01
1592,2023-11-01T11:52:59Z,Charley Creek,WillowSouth,Willow,yes,D,75,CCSWTD075,VIXXSP,no,1,52,NA,Viola sp.,violet species,NA,NA,NA,1,D075,2023-11-01
1593,2023-11-01T11:52:59Z,Charley Creek,WillowSouth,Willow,yes,D,75,CCSWTD075,TOME,no,40,52,NA,Tolmiea menziesii,piggyback plant,NA,NA,NA,40,D075,2023-11-01
1594,2023-11-01T11:52:59Z,Charley Creek,WillowSouth,Willow,yes,D,75,CCSWTD075,RIBR,no,40,52,NA,Ribes bracteosum,stink currant,NA,NA,NA,40,D075,2023-11-01
1595,2023-11-01T11:52:59Z,Charley Creek,WillowSouth,Willow,yes,D,75,CCSWTD075,SARA,no,5,52,NA,Sambucus racemosa,red elderberry,NA,highly preferred,NA,5,D075,2023-11-01
1596,2023-11-01T11:52:59Z,Charley Creek,WillowSouth,Willow,yes,D,75,CCSWTD075,LYAM,no,2,52,NA,Lysichiton americanus,skunk cabbage,NA,NA,NA,2,D075,2023-11-01
1597,2023-11-01T11:52:59Z,Charley Creek,WillowSouth,Willow,yes,D,75,CCSWTD075,POGL,no,1,52,NA,Polypodium glycyrrhiza,licorice fern,NA,NA,NA,1,D075,2023-11-01
1598,2023-11-01T11:52:59Z,Charley Creek,WillowSouth,Willow,yes,D,75,CCSWTD075,MICA,no,20,52,NA,Mitellastra caulescens,mitrewort,NA,NA,NA,20,D075,2023-11-01
1599,2023-11-01T11:52:59Z,Charley Creek,WillowSouth,Willow,yes,D,75,CCSWTD075,GYDI,no,2,52,NA,Gymnocarpium disjunctum,oak fern,NA,NA,NA,2,D075,2023-11-01
1600,2023-11-01T11:52:59Z,Charley Creek,WillowSouth,Willow,yes,D,75,CCSWTD075,POACAE,no,trace,52,NA,Poaceae,grass family,NA,NA,NA,0.5,D075,2023-11-01
1601,2023-11-01T11:35:00Z,Charley Creek,WillowSouth,Willow,yes,D,130,CCSWTD130,ALRU,no,trace,52,NA,Alnus rubra,red alder,tree,NA,NA,0.5,D130,2023-11-01
1602,2023-11-01T11:35:00Z,Charley Creek,WillowSouth,Willow,yes,D,130,CCSWTD130,THPL,no,5,52,NA,Thuja plicata,western redcedar,tree,NA,NA,5,D130,2023-11-01
1603,2023-11-01T11:35:00Z,Charley Creek,WillowSouth,Willow,yes,D,130,CCSWTD130,TSHE,no,2,52,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,2,D130,2023-11-01
1604,2023-11-01T11:35:00Z,Charley Creek,WillowSouth,Willow,yes,D,130,CCSWTD130,ATFE,no,7,52,NA,Athyrium filix-femina,lady fern,NA,NA,NA,7,D130,2023-11-01
1605,2023-11-01T11:35:00Z,Charley Creek,WillowSouth,Willow,yes,D,130,CCSWTD130,GATR,no,trace,52,NA,Galium triflorum,galium,NA,NA,NA,0.5,D130,2023-11-01
1606,2023-11-01T11:35:00Z,Charley Creek,WillowSouth,Willow,yes,D,130,CCSWTD130,HYTE,no,trace,52,NA,Hydrophyllum tenuipes,Pacific waterleaf,NA,NA,NA,0.5,D130,2023-11-01
1607,2023-11-01T11:35:00Z,Charley Creek,WillowSouth,Willow,yes,D,130,CCSWTD130,MADI,no,trace,52,NA,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,0.5,D130,2023-11-01
1608,2023-11-01T11:35:00Z,Charley Creek,WillowSouth,Willow,yes,D,130,CCSWTD130,OPHO,no,2,52,NA,Oplopanax horridus,devil's club,NA,NA,NA,2,D130,2023-11-01
1609,2023-11-01T11:35:00Z,Charley Creek,WillowSouth,Willow,yes,D,130,CCSWTD130,POMU,no,1,52,NA,Polystichum munitum,sword fern,NA,NA,NA,1,D130,2023-11-01
1610,2023-11-01T11:35:00Z,Charley Creek,WillowSouth,Willow,yes,D,130,CCSWTD130,RUSP,no,3,52,NA,Rubus spectabilis,salmonberry,NA,preferred,NA,3,D130,2023-11-01
1611,2023-11-01T11:35:00Z,Charley Creek,WillowSouth,Willow,yes,D,130,CCSWTD130,VAPA,no,2,52,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,2,D130,2023-11-01
1612,2023-11-01T11:35:00Z,Charley Creek,WillowSouth,Willow,yes,D,130,CCSWTD130,TOME,no,60,52,NA,Tolmiea menziesii,piggyback plant,NA,NA,NA,60,D130,2023-11-01
1613,2023-11-01T11:35:00Z,Charley Creek,WillowSouth,Willow,yes,D,130,CCSWTD130,RIBR,no,20,52,NA,Ribes bracteosum,stink currant,NA,NA,NA,20,D130,2023-11-01
1614,2023-11-01T11:35:00Z,Charley Creek,WillowSouth,Willow,yes,D,130,CCSWTD130,SARA,no,5,52,NA,Sambucus racemosa,red elderberry,NA,highly preferred,NA,5,D130,2023-11-01
1615,2023-11-01T11:35:00Z,Charley Creek,WillowSouth,Willow,yes,D,130,CCSWTD130,LYAM,no,5,52,NA,Lysichiton americanus,skunk cabbage,NA,NA,NA,5,D130,2023-11-01
1616,2023-11-01T11:35:00Z,Charley Creek,WillowSouth,Willow,yes,D,130,CCSWTD130,POGL,no,2,52,NA,Polypodium glycyrrhiza,licorice fern,NA,NA,NA,2,D130,2023-11-01
1617,2023-11-01T11:35:00Z,Charley Creek,WillowSouth,Willow,yes,D,130,CCSWTD130,STCO,no,1,52,NA,Stachys cooleyae,Cooley's Hedge-nettle,NA,NA,NA,1,D130,2023-11-01
1618,2023-11-01T11:35:00Z,Charley Creek,WillowSouth,Willow,yes,D,130,CCSWTD130,MICA,no,10,52,NA,Mitellastra caulescens,mitrewort,NA,NA,NA,10,D130,2023-11-01
1619,2023-11-01T11:35:00Z,Charley Creek,WillowSouth,Willow,yes,D,130,CCSWTD130,CIBR,no,trace,52,NA,Cirsium brevistylum ,short-styled thistle,NA,NA,NA,0.5,D130,2023-11-01
1620,2023-11-01T13:15:00Z,Charley Creek,WillowSouth,Willow,no,E,20,CCSWCE020,PSME,no,75,46,NA,Pseudotsuga menziesii,Douglas fir,tree,NA,NA,75,E020,2023-11-01
1621,2023-11-01T13:15:00Z,Charley Creek,WillowSouth,Willow,no,E,20,CCSWCE020,THPL,no,50,46,NA,Thuja plicata,western redcedar,tree,NA,NA,50,E020,2023-11-01
1622,2023-11-01T13:15:00Z,Charley Creek,WillowSouth,Willow,no,E,20,CCSWCE020,TSHE,no,35,46,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,35,E020,2023-11-01
1623,2023-11-01T13:15:00Z,Charley Creek,WillowSouth,Willow,no,E,20,CCSWCE020,GYDI,no,trace,46,NA,Gymnocarpium disjunctum,oak fern,NA,NA,NA,0.5,E020,2023-11-01
1624,2023-11-01T13:15:00Z,Charley Creek,WillowSouth,Willow,no,E,20,CCSWCE020,GOOB,no,trace,46,NA,Goodyera oblongifolia,rattlesnake plantain,NA,NA,NA,0.5,E020,2023-11-01
1625,2023-11-01T13:15:00Z,Charley Creek,WillowSouth,Willow,no,E,20,CCSWCE020,OPHO,no,2,46,NA,Oplopanax horridus,devil's club,NA,NA,NA,2,E020,2023-11-01
1626,2023-11-01T13:15:00Z,Charley Creek,WillowSouth,Willow,no,E,20,CCSWCE020,POMU,no,1,46,NA,Polystichum munitum,sword fern,NA,NA,NA,1,E020,2023-11-01
1627,2023-11-01T13:15:00Z,Charley Creek,WillowSouth,Willow,no,E,20,CCSWCE020,RHME,no,trace,46,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,0.5,E020,2023-11-01
1628,2023-11-01T13:15:00Z,Charley Creek,WillowSouth,Willow,no,E,20,CCSWCE020,RUSP,no,trace,46,NA,Rubus spectabilis,salmonberry,NA,preferred,NA,0.5,E020,2023-11-01
1629,2023-11-01T13:15:00Z,Charley Creek,WillowSouth,Willow,no,E,20,CCSWCE020,STSP,no,2,46,NA,Struthiopteris spicant,deer fern,NA,NA,NA,2,E020,2023-11-01
1630,2023-11-01T13:15:00Z,Charley Creek,WillowSouth,Willow,no,E,20,CCSWCE020,TITR,no,5,46,NA,Tiarella trifoliata,foam flower,NA,NA,NA,5,E020,2023-11-01
1631,2023-11-01T13:15:00Z,Charley Creek,WillowSouth,Willow,no,E,20,CCSWCE020,VAPA,no,5,46,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,5,E020,2023-11-01
1632,2023-11-01T13:15:00Z,Charley Creek,WillowSouth,Willow,no,E,20,CCSWCE020,VAOV,no,5,46,NA,Vaccinium ovalifolium,Oval-leaved huckleberry,NA,NA,NA,5,E020,2023-11-01
1633,2023-11-01T13:15:00Z,Charley Creek,WillowSouth,Willow,no,E,20,CCSWCE020,ACCI,no,6,46,NA,Acer circinatum,vine maple,NA,NA,NA,6,E020,2023-11-01
1634,2023-11-01T13:15:00Z,Charley Creek,WillowSouth,Willow,no,E,20,CCSWCE020,RUPE,no,5,46,NA,Rubus pedatus,creeping raspberry,NA,NA,NA,5,E020,2023-11-01
1635,2023-11-01T13:15:00Z,Charley Creek,WillowSouth,Willow,no,E,20,CCSWCE020,CLUN,no,trace,46,NA,Clintonia uniflora,queens cups,NA,NA,NA,0.5,E020,2023-11-01
1636,2023-11-01T13:15:00Z,Charley Creek,WillowSouth,Willow,no,E,20,CCSWCE020,ADBI,no,1,46,NA,Adenocaulon bicolor,trail plant or pathfinder,NA,NA,NA,1,E020,2023-11-01
1637,2023-11-01T13:15:00Z,Charley Creek,WillowSouth,Willow,no,E,20,CCSWCE020,LYAM,no,trace,46,NA,Lysichiton americanus,skunk cabbage,NA,NA,NA,0.5,E020,2023-11-01
1638,2023-11-01T13:15:00Z,Charley Creek,WillowSouth,Willow,no,E,20,CCSWCE020,STXXSP,no,trace,46,NA,Streptopus sp. or Prosartes sp.,twistedstalk or fairy bells,NA,NA,NA,0.5,E020,2023-11-01
1639,2023-11-01T13:15:00Z,Charley Creek,WillowSouth,Willow,no,E,20,CCSWCE020,MANE,no,trace,46,NA,Mahonia nervosa ,low oregon grape,NA,NA,NA,0.5,E020,2023-11-01
1640,2023-11-01T13:25:00Z,Charley Creek,WillowSouth,Willow,no,E,75,CCSWCE075,PSME,no,60,46,NA,Pseudotsuga menziesii,Douglas fir,tree,NA,NA,60,E075,2023-11-01
1641,2023-11-01T13:25:00Z,Charley Creek,WillowSouth,Willow,no,E,75,CCSWCE075,TSHE,no,40,46,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,40,E075,2023-11-01
1642,2023-11-01T13:25:00Z,Charley Creek,WillowSouth,Willow,no,E,75,CCSWCE075,GATR,no,trace,46,NA,Galium triflorum,galium,NA,NA,NA,0.5,E075,2023-11-01
1643,2023-11-01T13:25:00Z,Charley Creek,WillowSouth,Willow,no,E,75,CCSWCE075,GYDI,no,trace,46,NA,Gymnocarpium disjunctum,oak fern,NA,NA,NA,0.5,E075,2023-11-01
1644,2023-11-01T13:25:00Z,Charley Creek,WillowSouth,Willow,no,E,75,CCSWCE075,GOOB,no,trace,46,NA,Goodyera oblongifolia,rattlesnake plantain,NA,NA,NA,0.5,E075,2023-11-01
1645,2023-11-01T13:25:00Z,Charley Creek,WillowSouth,Willow,no,E,75,CCSWCE075,MADI,no,trace,46,NA,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,0.5,E075,2023-11-01
1646,2023-11-01T13:25:00Z,Charley Creek,WillowSouth,Willow,no,E,75,CCSWCE075,RHME,no,2,46,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,2,E075,2023-11-01
1647,2023-11-01T13:25:00Z,Charley Creek,WillowSouth,Willow,no,E,75,CCSWCE075,STSP,no,15,46,NA,Struthiopteris spicant,deer fern,NA,NA,NA,15,E075,2023-11-01
1648,2023-11-01T13:25:00Z,Charley Creek,WillowSouth,Willow,no,E,75,CCSWCE075,TITR,no,5,46,NA,Tiarella trifoliata,foam flower,NA,NA,NA,5,E075,2023-11-01
1649,2023-11-01T13:25:00Z,Charley Creek,WillowSouth,Willow,no,E,75,CCSWCE075,VAPA,no,2,46,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,2,E075,2023-11-01
1650,2023-11-01T13:25:00Z,Charley Creek,WillowSouth,Willow,no,E,75,CCSWCE075,VIXXSP,no,trace,46,NA,Viola sp.,violet species,NA,NA,NA,0.5,E075,2023-11-01
1651,2023-11-01T13:25:00Z,Charley Creek,WillowSouth,Willow,no,E,75,CCSWCE075,VAOV,no,5,46,NA,Vaccinium ovalifolium,Oval-leaved huckleberry,NA,NA,NA,5,E075,2023-11-01
1652,2023-11-01T13:25:00Z,Charley Creek,WillowSouth,Willow,no,E,75,CCSWCE075,ACCI,no,1,46,NA,Acer circinatum,vine maple,NA,NA,NA,1,E075,2023-11-01
1653,2023-11-01T13:25:00Z,Charley Creek,WillowSouth,Willow,no,E,75,CCSWCE075,OSBE,no,trace,46,NA,Osmorhiza berteroi,sweet-cicely,NA,NA,NA,0.5,E075,2023-11-01
1654,2023-11-01T13:25:00Z,Charley Creek,WillowSouth,Willow,no,E,75,CCSWCE075,CLUN,no,2,46,NA,Clintonia uniflora,queens cups,NA,NA,NA,2,E075,2023-11-01
1655,2023-11-01T13:25:00Z,Charley Creek,WillowSouth,Willow,no,E,75,CCSWCE075,LIBO,no,trace,46,NA,Linnea borealis,twinflower,NA,NA,NA,0.5,E075,2023-11-01
1656,2023-11-01T13:25:00Z,Charley Creek,WillowSouth,Willow,no,E,75,CCSWCE075,RUNI,no,trace,46,NA,Rubus nivalis,snow raspberry,NA,NA,NA,0.5,E075,2023-11-01
1657,2023-11-01T13:25:00Z,Charley Creek,WillowSouth,Willow,no,E,75,CCSWCE075,ACTR,no,10,46,NA,Achlys triphylla,vanilla leaf,NA,NA,NA,10,E075,2023-11-01
1658,2023-11-01T13:25:00Z,Charley Creek,WillowSouth,Willow,no,E,75,CCSWCE075,STXXSP,no,trace,46,NA,Streptopus sp. or Prosartes sp.,twistedstalk or fairy bells,NA,NA,NA,0.5,E075,2023-11-01
1659,2023-11-01T13:25:00Z,Charley Creek,WillowSouth,Willow,no,E,75,CCSWCE075,DREX,no,trace,46,NA,Dryopteris expansa,spreading wood fern,NA,NA,NA,0.5,E075,2023-11-01
1660,2023-11-01T13:25:00Z,Charley Creek,WillowSouth,Willow,no,E,75,CCSWCE075,ASCA,no,1,46,NA,Asaram caudatum,wild ginger,NA,NA,NA,1,E075,2023-11-01
1661,2023-11-01T13:25:00Z,Charley Creek,WillowSouth,Willow,no,E,75,CCSWCE075,ROXXSP,no,trace,46,NA,Rosa sp.,Rosa species,NA,NA,NA,0.5,E075,2023-11-01
1662,2023-11-01T13:25:00Z,Charley Creek,WillowSouth,Willow,no,E,75,CCSWCE075,COUN,no,trace,46,NA,Cornus unalaschkensis,bunchberry,NA,NA,NA,0.5,E075,2023-11-01
1663,2023-11-01T13:25:00Z,Charley Creek,WillowSouth,Willow,no,E,75,CCSWCE075,GASH,no,2,46,NA,Gaultheria shallon,salal,NA,NA,NA,2,E075,2023-11-01
